Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-04-14,Arsenic and Old Lace,1944,https://boxd.it/6gYorR,4,,"This was on video tape in my house growing up and I've seen it like 20 times. We use this to screen whether you get to marry into the family.

It's farcical story about a bunch of crazy people living in Brooklyn and a wacky cary grant discovering the crazy at a very inopportune time. It's like 80 years old but you can sympathize with the plights of poor Mortimer just the same. It's pretty rare that a movie that old makes as much sense as this, especially since it's nonsensical as a plot point.",keeper,2024-04-13
2024-04-15,Forgetting Sarah Marshall,2008,https://boxd.it/6hblqd,4,,I went into this movie cold when I first saw and thought it was amazing. Very heartfelt and funny. Stacked with a bunch of really great actors even playing little bits they carry this film and land crazy one liners. It is a romcom unlike anything I've really seen before.,,2024-04-14
2024-04-15,Leo,2023,https://boxd.it/6hw5t3,2,,This is completely forgettable. Class pet teaches kids how to be better.,,2024-04-14
2024-04-15,The Bay,2012,https://boxd.it/6hysXJ,3,,"This was decent found footage horror about an outbreak ignored jaws style until it results in carnage. 

Its kinda gross out horror, so I don't give it more stars but it'll freak out people if they buy into the premise. Eco disaster movie done right I suppose.",,2024-04-14
2024-04-15,King Solomon's Mines,1985,https://boxd.it/6hyMxr,1.5,,"I'm going to presume the source material was just racist as hell and it carried through. This is what you'd get.playing Indiana Jones with some slapstick I guess, it comes across like almost a parody.",,2024-04-15
2024-04-16,Hellraiser,1987,https://boxd.it/6hSxDf,3.5,,This is a pretty good adaptation of the story. The effects around Frank being all wet and gross walking around are pretty good. It's interesting to think that the story of a idea of hell is really just people that are trying to show you sights of pain with promises of pleasure would spawn like 10 movies. I think the first couple are pretty good but after that it's just a lot of nonsense.,,2024-04-15
2024-04-17,This Place Rules,2022,https://boxd.it/6i3BoF,2.5,,"I appreciate that this tries to show a balanced look at how things escalated to what they did, but the actually interviews and talking with people about what happened on jan 6 seems to take a backseat and in the end the analysis I feel that is come to is:

Extremism on both sides goaded one another to larger and larger acts of violence and extremism from the right leadership took advantage of the situation and caused a full scale riot inside our nation's capitol. 

This is a fair assessment I think.  But other than casting both sides as attention seeking swamp dwelling influencers willing to fight each other for views and likes, I don't think there's much else that's brought to the movie. If you're going to go into the rallies and brave the vitriol of the people you are interviewing, it feels like deeper thought about what happens next is appropriate. I didn't see that.",HBO,2024-04-16
2024-04-17,The Toy,1982,https://boxd.it/6i4wl9,1,,"I guess in 1982 people were cool with joking about rich white people buying black people. It's possible that the plot of a rich kid wanting to be loved by his father and someone showing him boundaries breaks through to him. But what I see is too problematic to get over. This movie didn't even make me chuckle.

You want to see a rich person learn some manners? Maybe Overboard? Although the plot there is pretty terrible too. ",deleted,2024-04-16
2024-04-17,Trick or Treat,1986,https://boxd.it/6ia4iD,2,,"This movie soundtrack is like the music of my junior high years. It is definitely doing some of bumping up of my rating. The story reminds me a bit of Nightmare on Elm Street 2, with the outcast fighting back against high school bullies and unleashing a little more death than they intended to. 

Anyways, if you want to get that kind of a thing I would recommend Elm Street 2 over this for sure. This has a heavy metal vibe and portrays the metal head of the school as I saw them when I went, kind of an outcast and loaner. Later years they would portray these kids as just nihilistic trouble makers.",deleted,2024-04-16
2024-04-17,Tron,1982,https://boxd.it/6ia9Qb,2,,"Of all the movies that deal in gross misunderstandings and inaccuracies with computers and programming, this one does it the hardest.",deleted,2024-04-16
2024-04-20,Get Him to the Greek,2010,https://boxd.it/6ji00F,3,,"Not as good as Hangover but in the same vein as it.  It's got some kinda life message that rock n' roll lifestyle isn't for everyone. This cuts into the comedy some.

This is decent, but I don't have to see it again.",,2024-04-19
2024-04-22,Hellbound: Hellraiser II,1988,https://boxd.it/6kegvl,2,,"Some of this is pretty sweet still. Still great one-liners from a few different people but the world building they wanted to do here looks really bad now and the doctor ""taking over"" doesn't make a lick of sense. 

Despite it having some cool ideas, I would pass on this. ",deleted,2024-04-21
2024-04-23,Hellraiser III: Hell on Earth,1992,https://boxd.it/6koGBz,2,,"While this completely disregards what little rules and mythology that have been established in the first two movies, I enjoyed it a bit more than the second one. I guess the unifying theme that I think is interesting and what is still here is the idea that people can be enticed to do terrible things with the promise or hope of great pleasure. We might know someone (or maybe we are the someone) who is so burnt out on the world that they think they would take this deal of unfathomable suffering just to feel something. But it's really only a fleeting glimpse of this idea and it really leans heavy on this just being hell themed mass murder. With a lot of magic. This makes it not creepy or scary to me in any way.

I'm really glad the upgraded the statue from the second movie to something a little more serious. The first statue looked like garbage hammered together.",deleted,2024-04-22
2024-04-24,Hellraiser: Inferno,2000,https://boxd.it/6kK1MZ,2.5,,This seems like a black mirror episode with a hellraiser theme. It's really not bad if you aren't expecting a Hellraiser movie. I actually kinda liked it.,,2024-04-23
2024-04-30,The Killer Eye,1999,https://boxd.it/6nrUmV,2,,"To quote the movie, ""That was some whacky shit, yo""

Did you intend to watch a movie about an eyeball puppet screwing a couple of women like some kind of hentai but way tamer? Then this is the movie for you.",deleted,2024-04-29
2024-05-03,Vacancy 2: The First Cut,2008,https://boxd.it/6oI2D7,2,,"I guess I have to go back and watch the first one again, because I don't understand how the last 5 minutes follow the whole rest of the movie. It's just the dude that got set on fire right? And there's still like shotgunned people in a house nearby or did he clean all that up too? And does he just set up shop in the place they was a buncha murder and people just didn't notice or what?

IDK, I remember kinda liking the first one, but I don't want any more of this. The dude isn't freddie or something, one was enough.",deleted,2024-05-02
2024-05-10,The Ballad of Tam Lin,1970,https://boxd.it/6rDJz5,1,,Moody and atmospheric and set in the late 60s it looked like. Lots of brooding young dudes. I couldn't figure out what the hell was going on so I dropped it.,deleted,2024-05-09
2024-05-10,They All Must Die!,1998,https://boxd.it/6rEA61,0.5,,Seriously racist and awful. ,deleted,2024-05-09
2024-05-10,The Boogey Man,1980,https://boxd.it/6rFZ4r,1.5,,"This was kinda slow and I have no idea what it has to do with the Stephen King story The Boogey Man. This had a haunted mirror, and some ghost killings. I think it was an ok enough idea with a possessed mirror but it really doesn't go anywhere too fun or scary for me.

",deleted,2024-05-09
2024-05-11,Fury,2014,https://boxd.it/6rMIE7,4,,"This movie to me depicts war very well. The bleak awful nastiness of it, the breakfast scene full of so much tension and resentment. I would give it full marks except I think the last stand bit in the final scene is too Hollywood for me. It detracts from a brutal depiction of war as just killing until the killings done and elevates the crew to be heroes. 

",,2024-05-10
2024-05-11,The Happening,2008,https://boxd.it/6s44s7,1.5,,"The scenes where people become influenced and off themselves is creepy and disturbing. There are few well placed visuals throughout when showing this theme. The acting by the main characters is laughable. There's a part where an old lady says to Mark Wahlberg ""you intend to murder me in my sleep!"" And his golly g tone as he says ""no ma'am I would never do that"" made me laugh out loud. Watch for it towards the end if you dare.",deleted,2024-05-10
2024-05-12,ABCs of Death 2,2014,https://boxd.it/6sdOEL,2,,"Anthology of 26 movies with quick little concepts about death and horror. Most are just kinda forgettable even if decently done. Some are really silly, some are terrible, some are fairly well done and worth looking at:

- A is for Amateur is pretty good.
- M is for Masticate is excellent.

I'll keep it just for M. That shit was amazing.
",,2024-05-11
2024-05-16,The Phantom Carriage,1921,https://boxd.it/6tTGdv,2,,"This reminded me a bit of 'A Christmas Carol' except instead of a evil rich guy we have a evil poor drunk. I usually don't go in for given extra stars because something was cutting edge for it's time so I will give it a couple stars because it was a decent story. TBH, I would give it more but the main character is such a terrible person in a variety of ways I don't have much sympathy for him being saved in the end. ",youtube,2024-05-15
2024-05-16,Nosferatu,1922,https://boxd.it/6u2gIP,2,,"I am an 80s/90s kid, so for me this is not a thing compared to Bram Stroker's Dracula. It's silent and there's a lot of reading where not only are words conveyed through cards but what the characters are reading and writing to one another. Here are some notable cool things as I watch it:

- I love the little skeleton clock in the castle, that is an awesome thing.
- There's lots of play with shadows and kind of creeping horror here.  Also shots tend to show the count as elongated and weird looking.
- I like how the guy in the castle, Hutter, is reading about vampires and throwing it down like ""That is some bullshit there"" and laughing at it.

I removed this one from my collection. It had a really hokey soundtrack to it, hard to take it seriously.",deleted,2024-05-15
2024-05-16,After.Life,2009,https://boxd.it/6u2G3D,3,,"This is a little too pat with how things worked out in this one but despite that it's creepy and Liam Neeson sells this well imo. It's got a hell of a downer ending that was very common in the aughts, and an awful lot of naked Christina Ricci which I was not expecting from a movie from the aughts. I don't know why I don't like him, but Justin Long does not help this movie. I would say that Ricci is also acting really wooden and uninterested but that's kinda the point. She's supposed to be someone that's drifting through life and is trying to let go of their life on the advice of their undertaker.

If you want to watch an autopsy movie, I'd go with The Autopsy of Jane Doe instead of this. But this isn't as bad as all that.",,2024-05-15
2024-05-17,Oculus,2013,https://boxd.it/6ulKnZ,3.5,,"This movie is a bit of the shining and has a few good really unsettling thing in the mirror isn't the thing you see in real life but then it is. Creepy stuff. I like how they interleave the past family tragedy with the present. I'll agree with a previous review, imagine you are locked up in an institution and your sister meets you on your release wanting you to relive the trauma in your childhood home. This lady has zero f*cks for your personal growth.",,2024-05-16
2024-05-18,The Ballad of Buster Scruggs,2018,https://boxd.it/6uIDXx,4,,"A collection of weird western stories, great acting and just a delight to watch for the most part. I didn't care for one or two, but I'll forgive the movie since the majority were bangers.",netflix,2024-05-17
2024-05-19,Finding Nemo,2003,https://boxd.it/6v0vKB,4,,I've got kids that this hits the sweet spot for. I think it made one of them want to be a marine biologist. At least they didn't want to become a dentist I suppose.,kids,2024-05-18
2024-05-21,Bad Lieutenant,1992,https://boxd.it/6vVlsB,3,,"The 90s were goddamn dark. This could be a double feature with Leaving Las Vegas.

Can't say I liked it. I am unable to connect with miserable condition of the titular LT since he is such a ridiculously terrible person I kept hoping throughout that he would just get someone popping him in the head or the bookie would do the right thing and burn his house down. The ending was a bit confusing.",deleted,2024-05-20
2024-05-21,Stardust,2007,https://boxd.it/6w2Flp,5,,"This movie is like the aught's Princess Bride. My favorite part is when the witch turns a goat into a dude, that guy is acting his ass off.  

This has magic, lightning pirates, fencing, revenge, true love.

I wanted to dock half a point because I think the acting is a little stiff sometimes and the montage to get Tristan to be awesome is a little silly but honestly I can't. This is pretty great.",,2024-05-20
2024-05-22,The Searchers,1956,https://boxd.it/6wgYwJ,2,,"I give it some credit for it's beautiful countryside and showing violence between the native Americans and settlers as being senseless and without glory for the most part. I also liked that John Wayne didn't just expect to murder Indians by the bushel out in the country, he showed cautious respect for the danger they posed. 

They shied away from it being completely senseless with the end, they tied it up too nice for my tastes. IMO, the two needed to come home to kid having lost his chance at a good life with a good woman and John Wayne hanged for murder for shooting a white guy. That would have been some bleak shit I could have gotten behind.

Look, you want to watch something that has hard men struggling with their nature and the country around them go watch Unforgiven. You don't need this in your life and I'm surprised that it's in the 1001 movies to watch before you die. I didn't need to see that.","deleted, hbo",2024-05-21
2024-05-22,Secondhand Lions,2003,https://boxd.it/6wibmJ,2.5,,"This isn't high cinema or anything and I dock it a star for the kid in this that I've had to see pull on heartstrings for more than a decade. But I'll always enjoy watching an old man beat up hooligans, that's the stuff. It gets some middling rating and I won't keep it. Good hangover movie maybe.",deleted,2024-05-21
2024-05-23,The Gold Rush,1925,https://boxd.it/6wzOID,2,,"I understand how it is derivative of this movie and Keaton's other stuff, but I saw all these jokes as a kid watching Bugs Bunny pictures. I can respect the practical effects and gags for being something you just don't see anymore. I especially thought the running against the wind was a good gag and well done. It's nostalgia talking, but I'd keep some looney tunes instead of this. The cartoon medium makes it more appealing with the zany antics and murder jokes a little less serious.",youtube,2024-05-22
2024-05-23,The Frighteners,1996,https://boxd.it/6wN85n,3.5,,"This is very zany and full of some pretty unique characters. I like the story line for the most part and I really like the swing on this. It might be a bit of a miss, and the effects don't hold up much but if you haven't seen it and don't mind some horror comedy then this is a good 'un.",deleted,2024-05-22
2024-05-25,Catch-22,1970,https://boxd.it/6xrLur,2.5,,"All the stars I'm giving this are for it's take on modern warfare being deeply absurd. The way the story is told (if there can really be much of a story to say is being told) and the encounters Yossarian has are constant reminders of the futile stupidity of war. I mildly enjoyed how M&M shares kept showing up when supplies were needed and went for and how things started to have the logo more and more as the movie went on. But this wasn't really that funny at all and I usually love absurdist humor.

Maybe the subject is just not funny so I couldn't get into the humor of it all? IDK.",deleted,2024-05-24
2024-05-25,Within Our Gates,1920,https://boxd.it/6xBnD5,2.5,,"Other than as a historic snapshot, I don't know what this one really has for modern eyes. It's kind of twisty and hard for me to parse what's really going on until kind of the end. I feel like it's trying to show the trials and strife black people had from their point of view but it's still got a bunch of stereotypes that I would consider mean and awful. Maybe a hundred years ago it wasn't as bad?

It seems like it's trying to show how unfair and unjust things are for black people.  Shows a guy getting lynched over some crap a white guy did. Seems legit. Hell it shows a guy who was trying to be cozy with white people getting lynched just for being around when their blood was up.",youtube,2024-05-24
2024-05-26,Daughter of Dracula,1972,https://boxd.it/6xL5UH,2,,"It starts kind of moody European horror movie and then it takes a turn into lesbian erotica as the vampiric seducing is a young woman who has Dracula's taste in victim. I was really confused since this was on my watchlist so I thought it was one of the 1001 movies to see before you die but it's just another exploitation film from the 70s.

",deleted,2024-05-25
2024-05-26,The Time Machine,1960,https://boxd.it/6xP5vZ,3,,"I watched this a bunch of times as a kid. On a re-watch I found it a bit of a slog to get through to the part where he's in the distant future. Once it gets there it's still pretty good. I remember the morlocks really freaking me out as a kid.

I think it is hilarious when he gets to the far future and he gets knocked out of his machine and then someone above off camera dumps dry ice pellets on him for no good reason I can tell.",,2024-05-25
2024-05-26,Private School,1983,https://boxd.it/6xUB13,2,,"This is an incredibly horny movie. You'd think it's just the teenagers but no, like everyone is ready to get it on all the time. I guess it's supposed to be a wacky sex comedy but I really didn't think it was that funny.

I somehow missed this living through the 80s but now that I think about it this is probably my generation's American Pie. Somehow I think that there wasn't as much crime in American Pie as there is here.",deleted,2024-05-25
2024-05-26,Flatliners,1990,https://boxd.it/6y2tJd,3.5,,"It's like Gray's Anatomy with a death wish. Buncha pretty people toying with their lives in some of the most visually striking clubs, diners and just general places to be hanging out.

Also, how did the Baldwin atone for being a sleazebag? Maybe I missed that part with Kiefer getting all self-righteous. ",deleted,2024-05-25
2024-05-26,Feast,2005,https://boxd.it/6y36nb,2,,"There is a lot of frantic action in this so you can't really tell what's really happening, you can just tell it's bloody and squishy. Also, within the first ten minutes you get to see a jackalope looking thing hump a moose head.

This is kind of in the vein of like cabin fever meets tremors. I liked tremors way better, I liked some of those people before they got et.",deleted,2024-05-25
2024-05-26,The Fifth Element,1997,https://boxd.it/6y3S8N,4.5,,"This is a crazy good banger. It's got style and looks amazing, has tons of crazy things going on because it's the future and it's just what people are doing and it feels like a rich world that works. Chris Tucker is just amazing in this. I dock it half a star only because I don't think the love story between the leads makes any sense. But seriously, a banger of a movie.",,2024-05-25
2024-05-28,Glass Onion,2022,https://boxd.it/6yYhLd,4,,This was highly entertaining and I'm pretty sure it is basically on the back of Daniel Craig. His character is utterly charming and I could watch that guy oscillate between country bumpkin and incredibly sharp-witted know it all for many hours.,,2024-05-27
2024-05-29,The Town That Dreaded Sundown,1976,https://boxd.it/6zaJ9v,2,,"I don't know where this movie was tonally. There's some gomer pyle nonsense going on with a dude in a pillow case out murdering folks. There were some good cat and mouse chases with the killer, the breathing sounds made it a little freaky but when they cut to the cops and regular folks it got real tired.",,2024-05-28
2024-05-29,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6zp4Gj,2.5,,"I don't like super hero movies. I especially don't care for superman movies as the dude is basically god and I find it boring. This movie plays with the idea of what would humanity really do about a god among us and would we tolerate that. This part of the movie is interesting and good.

The CGI fighting between gods and a billionaire thrown in there for no good reason I can tell is kind of shit. By that I mean it's really beautiful eye candy but it is just a whole bunch of who cares.

I give it an extra half star for the ending. That was gutsy, and I can respect that.",deleted,2024-05-28
2024-05-30,The Texas Chain Saw Massacre,1974,https://boxd.it/6zOqwZ,4,,I don't know what I can honestly add to the many many critiques of this movie. The thing that I always remembered I saw it first as a teenager was the sound. Whoever did the sound for the hammer hitting people it was disconcerting. The movie is basically non-stop eerie and then flat out horrific from the jump.,,2024-05-29
2024-05-31,Betting on Zero,2016,https://boxd.it/6A0Q2Z,2,,I feel like I watched some billionaire's attempt to smear and bankrupt a company because it deserved it. I was hoping dude lost all his money betting on zero and then broke ass had to cash in and only then herbalife falls over. Unfortunately this is not what happened.,deleted,2024-05-30
2024-05-31,Nope,2022,https://boxd.it/6Ac7el,3.5,,"I feel like I will be spoiling this whatever I say, and I think not knowing what to expect let me enjoy this more. But this to me was like someone crossed Jaws with maybe a western or something. In a mostly good way.

Lots of focus on eyes like old spaghetti westerns and I thought this was entertaining throughout. Once I got the drift of what was going on I didn't think it was surprising but it was just nicely made and fun.",,2024-05-30
2024-06-02,Raya and the Last Dragon,2021,https://boxd.it/6B2odX,4.5,,"I dock it a star since it seems dangerous to teach kids that in the face of monstrous betrayal that they should just keep trusting the person because deep down they want to do right. However, it's a fun engaging movie and maybe my kids will be suckers but it had heart.",,2024-06-01
2024-06-02,Soul,2020,https://boxd.it/6B2rGX,4,,This is pretty good. It's a slow burn to get going but I like where it ends up. I like the message to appreciate life.,,2024-06-01
2024-06-03,Turbo,2013,https://boxd.it/6Bpgn7,2,,This is a ridiculous movie. I've got to tell you some dreams are stupid and it's perfectly normal for people to tell you to knock that shit off.,,2024-06-02
2024-06-03,The Birds,1963,https://boxd.it/6BxIWv,2.5,,"This took a while to kick in, and then when it got going it kinda ended abruptly by people just driving away in the end. The effects look really silly to the modern eye, the premise is fairly scary. I'd delete it but everyone keeps asking for it so I guess it stays.",,2024-06-02
2024-06-05,Arlington Road,1999,https://boxd.it/6C5OvN,4,,"Jeff Bridges character is a crazy asshole in this movie. I wouldn't listen to him either.

",,2024-06-04
2024-06-05,There Will Be Blood,2007,https://boxd.it/6C6HZj,4,,"A fairly boring account of a man's personal and wicked war against god and his servant on earth. And milkshakes.

It's well acted and beautiful, but the story is kinda dull.",,2024-06-04
2024-06-06,10 Cloverfield Lane,2016,https://boxd.it/6CxrN1,4,,"I don't want to say too much about the story, but I really respect Goodman in this. Small cast, really like the script and the dread of it all.",,2024-06-05
2024-06-10,The Strangers,2008,https://boxd.it/6E5nsP,4,,"I really like this one, I think the small cast and single set really add some claustrophobia and fear of what's out there. I don't give it 5 stars because I think that the killers really have their shit together. Things can go a dozen ways and they get the right call each time. But the movie throughout plus the nihilist ending are pretty banging.",,2024-06-09
2024-06-10,Don't Look Back,2020,https://boxd.it/6E9G0j,2.5,,"Is it a ghost story, or a story of a guilty conscience? Whatever one is lamer, that is what this is. The acting wasn't all that and the story wasn't either.

I like the idea of people watching a crime happen in front of them are visited by the victim of the crime from beyond the grave. I'm not sure this is what was given to me here.",deleted,2024-06-09
2024-06-10,The Texas Chainsaw Massacre,2003,https://boxd.it/6EbIOT,3,,"If you haven't seen the original, I could understand this being pretty good. But look, this is very typical imo of the time period, early aughts, for horror. It's slick in a way that the original wasn't, and to me it makes it less horrific. Still, like I said if you haven't seen the original and can't abide watching old stuff, this could be pretty cool I guess.",deleted,2024-06-09
2024-06-11,No One Will Save You,2023,https://boxd.it/6Ezt8B,3.5,,"I kinda liked this one. I thought it was going to be some kind of bad-ass vs aliens of all kinds but the last 20 minutes or so really flipped it around and ended on a very strange note.

Good enough to keep for a while. I'm not sure I'd say the same with a repeated viewing.",,2024-06-10
2024-06-11,The Others,2001,https://boxd.it/6EzTpX,4,,Ghost story set in post world war 2 with a big spooky house and a reason to keep everything in shadows. The atmosphere in this is simply stellar. ,,2024-06-10
2024-06-11,Snow White and the Seven Dwarfs,1937,https://boxd.it/6EBQUR,3.5,,"The scenes with the queen and then the witch genuinely scared my kids at 7 years old. It's got some really good sing along songs. The romance storyline of love at first sight and the non-personality that is Prince Charming is enough for me to bring it down to just better than meh, but I can see why this started the mouse empire.",,2024-06-10
2024-06-11,Pinocchio,1940,https://boxd.it/6EBWdf,4,,"Best family movie about abduction, abuse and trafficking I've ever seen. That cricket didn't do a thing for Pinocchio. I'm not sure he tried hard even.",,2024-06-10
2024-06-11,Casablanca,1942,https://boxd.it/6ECaDh,4,,Captain Renault is the real one in this movie.  Everyone else I got no sympathy for. I am unsure why the convoluted story about escaping Casablanca worked so well for me given how wretched I found the people but it did.  ,,2024-06-10
2024-06-11,Rear Window,1954,https://boxd.it/6ECp2Z,2.5,,"I find this movie really dull. The premise is interesting, what goes on just out of view when you are living so close to others. What you could see if you paid attention. But the execution is dull and I find it utterly unbelievable that Jimmy Stewart isn't all over Grace Kelly even with that cast.",,2024-06-10
2024-06-11,True Lies,1994,https://boxd.it/6EDER1,3,,"I really liked this movie when I was young, but watching it again I find the blend of crazy action with goof-ball shit off putting. It's a product of the time in that the terrorists are caricatures because they are in Florida walking around with scarves wrapped around faces and heads like they are expecting a sandstorm or something. This is Arnold at his peak I think and I really like Jamie Lee Curtis in it as well.

A couple of random things about my relationship to this movie:

1) I have stayed at the hotel where they shot this when I was about to ship out to basic training. It was only a couple years after the filming of the movie so I heard about it multiple times.

2) I met Tom Arnold at a book signing that I was dragged to by a work acquaintance. When my friend from work gushed about this movie, he seemed kinda annoyed which I thought was funny since I couldn't think of something else in his career he'd like to be famous for.

I'm deleting this, it's not worth the 5-10 minutes where Jamie Lee Curtis decides she wants to do something with her life and gets her mojo and makes Arnold get all flustered. Everything else is kinda dumb. I mean, they took a horse up in an elevator to chase a guy on a motorcycle on the roof.  They nuke Florida.  Harriers have a significant role in the third act. It's all kinds of silly.",deleted,2024-06-10
2024-06-11,The Ritual,2017,https://boxd.it/6EIVCd,4,,"A lot of people remember and use the term Lovecraftian horror to describe movies or stories and they usually mean something that deals with beings and entities from other dimensions or that are beyond comprehension. But he wrote quite a bit about isolated folk, usually mountain people that stuck to old ways and gods that have long been forgotten and the dread 'civilized' folk experienced when they encountered these folk.

This movie is Lovecraftian in this way.  I've seen it a couple of times now and I think that even though there's some trite stuff to get it moving but this is pretty sweet.  ",netflix,2024-06-10
2024-06-12,The Fountainhead,1949,https://boxd.it/6ESV2z,1,,"I guess back in the day people had opinions about buildings. That's interesting.  Not one but two architecture review columns in a daily newspaper.  I think it's pretty fun to imagine newspaper guy turf wars, that shit is funny.

Anyways, I am not a lawyer but I am pretty sure it's against the law to blow up other people's stuff. Hell, I thought it was a pretty basic principle of liberalism. Also, I feel like there's some cuck energy coming from the relationship going on between the newspaper guy, the architect lady and the rapist quarry guy.

This tracks pretty close to the book, which I had the misfortune to read when I was younger. I give it an extra half star for being all dramatic and shit. Plus, I thought it was pretty funny when that lady whipped the guy across the face for not wanting to be a fuck boi.  But as a story it's super garbage. It takes the typical romance you see in the period where people treat each other like crap in witty ways for the whole film and then decide to get married in the end and ups it a notch to straight up sexual assault. It was in the book too, I guess I shouldn't be so surprised.",deleted,2024-06-11
2024-06-12,Greyhound,2020,https://boxd.it/6F28y7,3,,"I liked the the real life topic, I loved the portrayal of naval combat. I found the movie pretty bland as the losses in the convoy didn't hit as hard as the win of sinking 4 subs. I looked it up, that's like 2% of all losses for the year accounted for in this convoy. 

Anyways, it seemed a little muted personality-wise but the battles were pretty banging.",,2024-06-11
2024-06-12,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/6F4nY9,4,,"Pretty funny stuff, and his goofy nature really plays well with this.",,2024-06-11
2024-06-13,Pride,2014,https://boxd.it/6FidFp,5,,"Charming story of one group of people getting kicked around by the cops shows another group of people getting kicked around by the cops the power of solidarity.

It is an unbelievable courage and humanity and it being fairly true is insane.",Amazon Buy,2024-06-12
2024-06-13,Forbidden Planet,1956,https://boxd.it/6Fq5Op,3.5,,"I have no idea how this movie did it, but I actually liked this like I would have liked an OG Star Trek episode, like a good one. Normally I would say the effects are crap or the ideas of what the future was like were so silly that I was pulled out of the movie or whatever. But this really looked nice in the version I have, and definitely played up to the 50s sci-fi esthetic I love so much in like Fallout or stuff like that. It sounded eerie and alien too so good job on the sound. It's got robots, alien technology, men filled with hubris and a bunch of sailors desperately trying to nail the only female on the planet and drinking like fish. 

I won't give it more stars because I thought the acting was a bit weak and it felt like a stretched out Star Trek episode. A good one, with effects they would have killed for I'm sure, but still. To the modern eye, it's fun but it's not something I would tell you to make sure you see.",,2024-06-12
2024-06-13,Mary Poppins,1964,https://boxd.it/6Frokv,2.5,,Julie Andrews is charming as always but I never really liked this much as a kid and I don't care too much for it now. Got some 60s Disney vibes that I feel were hit or miss for me too.,,2024-06-12
2024-06-13,Blazing Saddles,1974,https://boxd.it/6Frv5d,2,,"A lot of these jokes just fall flat for me and I don't find it very funny. When Brooks is going all out on the racist baiting or dick and fart jokes I just find it tedious. I'll always prefer Young Frankenstein to this, probably even prefer Spaceballs even though that is so goofy IDK. 

I know, I don't get it or I have no sense of humor or whatever. I just don't think it's that funny, sorry.",,2024-06-12
2024-06-13,Jaws,1975,https://boxd.it/6FrAvZ,4,,"The pacing on this is great, it builds tension so well.  Small town politics desperate for tourism, salty sailors giving one of the best monologues ever this movie really delivers today. I think about how many movies sucked when people are chasing things in the water or fighting underwater, this is such an achievement.",,2024-06-08
2024-06-13,Bram Stoker's Dracula,1992,https://boxd.it/6FrNOb,4.5,,"If you pull out Keanu and put in someone else I think you get something a bit better but other than that, this is a freak show wild ride. Imagine what reading the book was to someone in Victoria England and that will be the same as watching this movie with no idea what's going to happen. I like everyone in this but Reeves and maybe Ryder a little bit. ",,2024-06-12
2024-06-14,The Hangover,2009,https://boxd.it/6FBmRH,5,,Go in knowing nothing like I did and have some memories you wish you were roofied for while out with the boys and this will hit right.,,2024-06-13
2024-06-14,Fantasia,1940,https://boxd.it/6FC7Ol,3,,"I enjoy these as like music videos instead of a coherent movie, artistic music videos. The one for the sorcerer's apprentice and danse macabre are really good. The others are just ok to boring for me.

Failed to capture my kids attention except for sorcerer's apprentice.",,2024-06-13
2024-06-14,Roger & Me,1989,https://boxd.it/6FN4BP,3.5,,"Yeah, capitalism is awful.",,2024-06-13
2024-06-15,Compelling Evidence,1995,https://boxd.it/6FXKMl,0.5,,"This is the story of a giant douche who likes to lash out at women physically when they do him wrong.  And also, there's a fair amount of topless ladies. While boobs are nice, everything is is so wretched I can't give it better than half a star. ",deleted,2024-06-14
2024-06-15,A Nightmare on Elm Street: The Dream Child,1989,https://boxd.it/6G1AOf,1.5,,"This is goofy as shit, and I am a sorta fan of the 3rd one which is also kinda goofy.",deleted,2024-06-14
2024-06-17,Raiders of the Lost Ark,1981,https://boxd.it/6GZHbJ,4.5,,"This one has a great vibe to it. I remember seeing it in the movies when I was a kid and the ending scared the hell out of me. I can't really say much that hasn't already been said. It's a great adventure flick, a idealized view of a time almost 100 years ago. When you were supposed to punch nazis and put things in museums.",,2024-06-16
2024-06-17,Avatar,2009,https://boxd.it/6GZWXX,4,,"I kinda like this. Very Dances with Wolves, and I wouldn't give that more than a 3 star but the look of this movie, the discovery of the alien nature of the people, and the final battle make this bump up a bit and I give it a like. There's probably something around the story of someone changing who they are physically and how that person is seen by others that I am not getting much but I am sometimes thick.

Anyways, it's an epic that I can't ignore, event begrudgingly like.",,2024-06-16
2024-06-18,Escape Room,2019,https://boxd.it/6HhbL7,3.5,,"I kinda liked this one, enough to give it a heart. I do escape rooms now and then and I really love the idea of someone killing people in escape rooms that are super extreme. This kinda delivers on that, but I think the ending detracts a bit from it.",,2024-06-17
2024-06-18,The Color of Money,1986,https://boxd.it/6HpeXL,3,,"I thought this was like a passing the torch movie and some real Cars 3 action, but then it was something else in the end. Newman plays really well, Cruise's character is written as too stupid to be believed. He doesn't want to hustle, he just wants to play everyone at the highest level. Or does he? Maybe the movie is about how people will duck greatness if given the opportunity to make some money.

Anyways, I wouldn't watch it again. It's atmospheric, but slow.",,2024-06-17
2024-06-20,Truck Stop Women,1974,https://boxd.it/6HXkSb,1,,"The 70s were a pretty crazy time. This seems like a zany and exploitative look at truck stop sex work and mafia and legal pressure on a legitimate business woman. 

It's not really worth the look, if you want something in this vein I recommend https://letterboxd.com/film/candy-land/",,2024-06-19
